ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
1356,FORD,2,96,North West,5,1997,2016,1757,139,0.195,0.038,,,0.78456466
441,FORD,2,14,London,2,1399,2002,1166,117,0.154,0.423,0.036,,0.396223273
984,VOLKSWAGEN,2,13,South West,2,1422,2002,1224,122,0.075,0.386,0.025,,0.485926623
1529,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.753380527
2187,VAUXHALL,2,14,South West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.285948687
1425,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.604889147
3381,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.902041979
2217,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.441569657
2019,FORD,2,96,London,5,1499,2016,1700,124,0.37,0.076,,,0.545796068
1292,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.408238341
3712,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.50856333
1210,FORD,1,6,South West,5,1988,2002,1266,207,0.679,0.145,,0.055,0.367370199
965,BMW,1,5,London,1,2979,2002,1505,218,0.269,0.009,,0.048,0.586156924
461,FORD,1,14,London,4,1596,2002,1189,192,0.518,0.059,,0.115,0.571787725
133,VAUXHALL,1,14,South West,2,1598,2002,1660,171,0.695,0.019,,0.054,0.185834938
968,VOLKSWAGEN,2,6,North West,1,1896,2002,1471,146,0.081,0.376,0.029,,0.796997701
2565,BMW,2,14,South West,5,1995,2016,1450,109,0.269,0.044,,,0.739617143
3576,VAUXHALL,2,96,North West,1,1598,2016,1701,119,0.295,0.053,,,0.849036622
92,FORD,2,14,South West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.269770774
1149,TOYOTA,1,14,South West,2,1299,2002,0,144,0.088,,,,0.285366726
2290,VOLKSWAGEN,2,6,North West,2,1968,2016,1727,150,0.071,0.068,,,0.536083549
171,VAUXHALL,1,14,South West,2,1389,2002,1660,173,0.247,0.023,,0.094,0.12520852
748,VOLKSWAGEN,1,14,London,1,1200,2002,1120,142,0.474,0.015,,0.032,0.788272789
2346,BMW,2,2,South West,5,1995,2016,1495,108,0.157,0.034,,,0.741691789
929,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.600089314
3031,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.754311786
2561,VOLKSWAGEN,1,13,London,2,1197,2016,1139,109,0.199,0.018,,0.035,0.738275726
223,VAUXHALL,1,14,South West,2,1199,2002,1445,154,0.211,0.031,,0.052,0.462462852
625,VAUXHALL,1,96,London,1,1796,2002,1980,207,0.627,0.008,,0.035,0.81262826
672,FORD,1,14,North West,1,1596,2002,1189,192,0.518,0.059,,0.115,0.30583752
3786,VOLKSWAGEN,1,14,North West,2,1798,2016,1272,139,0.245,0.021,,0.05,0.521031763
3470,VAUXHALL,2,6,South West,5,1598,2016,1664,104,0.056,0.054,,,0.990620398
2172,VAUXHALL,1,13,South West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.872817187
3326,BMW,2,2,South West,5,1995,2016,1495,109,0.312,0.042,,,0.895776022
437,BMW,2,2,South West,1,1995,2002,1490,148,0.101,0.377,0.037,,0.387323911
2102,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.891575757
919,BMW,1,5,London,1,2494,2002,1520,229,0.255,0.013,,0.086,0.747124979
1584,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.402596057
2375,FORD,2,96,London,2,1997,2016,1806,129,0.305,0.054,,,0.10592516
1914,VOLKSWAGEN,2,96,London,1,1598,2016,1604,111,0.147,0.045,,,0.384452501
980,TOYOTA,1,13,North West,1,998,2002,1040,137,0.43,0.03,,0.12,0.513131207
784,VOLKSWAGEN,1,14,North West,1,1198,2002,1132,142,0.68,0.042,,0.03,0.097816219
1620,BMW,2,5,South West,5,1995,2016,1615,114,0.128,0.023,,,0.030942128
77,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.217153198
542,BMW,1,2,London,1,1995,2002,1395,175,0.852,0.05,,0.102,0.896000598
2318,FORD,1,14,North West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.339497718
110,VAUXHALL,1,96,North West,2,1796,2002,2000,219,0.486,0.013,,0.037,0.743936918
967,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.897110011
331,VAUXHALL,1,14,London,1,1796,2002,1700,190,0.627,0.008,,0.035,0.937528797
2973,VOLKSWAGEN,1,96,North West,5,1395,2016,1362,125,0.158,0.034,,0.028,0.524934472
2412,BMW,1,2,London,1,2998,2016,1845,164,0.098,0.035,,0.042,0.630446015
570,TOYOTA,1,14,London,2,1598,2002,1330,190,0.45,0.02,,0.05,0.977356519
771,FORD,1,14,North West,1,1388,2002,1097,158,0.562,0.026,,0.08,0.063082071
2728,FORD,2,96,North West,5,1499,2016,1461,105,0.419,0.043,,,0.063940484
1314,VAUXHALL,2,14,South West,5,1598,2016,1350,95,0.243,0.029,,,0.520204941
3507,BMW,2,6,South West,4,1995,2016,1820,136,0.144,0.035,,,0.27735373
3749,BMW,2,14,North West,2,1496,2016,1395,103,0.172,0.028,,,0.487234509
140,FORD,2,14,London,1,1399,2002,1145,114,0.154,0.423,0.036,,0.04064544
3763,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.822279195
475,VAUXHALL,2,96,North West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.630548966
875,VOLKSWAGEN,2,6,North West,1,1896,2002,1595,159,0.181,0.313,0.04,,0.874674144
1974,FORD,1,14,London,2,998,2016,1168,114,0.206,0.034,,0.05,0.190662617
2478,BMW,1,14,South West,5,1499,2016,1380,126,0.164,0.016,,0.041,0.584079676
2011,BMW,2,2,London,1,1995,2016,1705,119,0.144,0.031,,,0.502377625
789,VOLKSWAGEN,1,14,South West,1,1198,2002,1120,142,0.68,0.042,,0.03,0.825096177
1680,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.859314399
2649,BMW,2,5,London,1,2993,2016,2140,159,0.186,0.057,,,0.075645734
3256,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.445255634
2105,FORD,1,14,North West,1,1999,2016,1497,159,0.729,0.021,0.001,0.059,0.175138398
1305,VAUXHALL,1,13,South West,5,1398,2016,1141,120,0.463,0.01,,0.031,0.6985096
1437,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.471300798
367,BMW,2,2,South West,1,2926,2002,1700,189,0.075,0.436,0.036,,0.497092635
2629,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.984614337
3573,TOYOTA,8,6,South West,1,2494,2016,1810,118,0.267,0.009,,0.049,0.167246817
3756,BMW,2,5,London,1,2993,2016,1690,142,0.25,0.058,,,0.27039944
187,VAUXHALL,1,13,London,2,1199,2002,1430,149,0.253,0.029,,0.054,0.312807817
590,VOLKSWAGEN,1,14,London,4,1598,2002,1304,168,0.259,0.043,,0.056,0.38322512
1309,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.409893645
1639,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.102226031
1016,BMW,2,2,North West,1,2497,2002,1680,216,0.173,0.433,0.046,,0.316923452
3589,BMW,2,14,North West,1,1496,2016,1395,106,0.172,0.028,,,0.509542293
2658,FORD,1,13,London,2,1242,2016,989,115,0.362,0.024,,0.043,0.608338439
1416,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.918125692
3525,TOYOTA,8,14,South West,2,1497,2016,1186,75,0.196,0.006,,0.043,0.381970077
3034,BMW,1,5,North West,2,1499,2016,1415,125,0.164,0.016,,0.041,0.560299503
2161,VAUXHALL,1,13,North West,1,1364,2016,1199,119,0.276,0.013,,0.019,0.912951201
2985,FORD,1,14,North West,2,1498,2016,1380,127,0.471,0.018,0.001,0.057,0.15536736
1476,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.24688734
1244,BMW,2,6,North West,1,2926,2002,1820,226,0.152,0.382,0.036,,0.700933402
66,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.561287707
1468,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.264796197
1509,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.593898105
1421,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.013311646
2529,TOYOTA,1,14,London,2,998,2016,955,95,0.59,0.008,,0.033,0.962655537
3827,VAUXHALL,2,14,South West,1,1598,2016,1350,103,0.17,0.032,0.001,,0.13486189
3071,VOLKSWAGEN,2,96,North West,5,1968,2016,1519,124,0.168,0.043,,,0.783946365
467,BMW,1,2,London,1,2171,2002,1600,237,0.832,0.005,,0.091,0.733042334
3728,VOLKSWAGEN,2,2,South West,5,1968,2016,1501,116,0.079,0.062,,,0.608866972
3579,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.188694686
1958,BMW,2,6,London,1,1995,2016,1605,119,0.142,0.032,,,0.265735124
3200,TOYOTA,8,14,North West,4,1798,2016,1480,91,0.182,0.005,,0.036,0.673335961
349,BMW,1,2,London,2,1995,2002,1395,175,0.852,0.05,,0.102,0.047786381
125,FORD,1,14,South West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.045190723
2545,BMW,2,4,London,2,1995,2016,1790,124,0.128,0.023,,,0.177633925
2205,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.75046811
2167,FORD,1,14,South West,4,998,2016,1364,125,0.428,0.037,0.001,0.053,0.579088947
1430,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.644237415
3279,VAUXHALL,2,14,North West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.360211328
2600,TOYOTA,8,14,London,1,1497,2016,1196,82,0.196,0.006,,0.043,0.541990334
3587,BMW,2,6,South West,5,1995,2016,1810,123,0.144,0.031,,,0.027028946
2811,BMW,1,14,North West,1,1499,2016,1380,123,0.164,0.016,,0.041,0.483856065
181,VAUXHALL,1,96,North West,1,1796,2002,1980,207,0.627,0.008,,0.035,0.561547838
312,FORD,1,14,London,2,1596,2002,0,165,0.518,,,,0.797389234
442,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.785245736
212,FORD,2,6,North West,1,1998,2002,1547,159,0.076,0.43,0.044,,0.006143981
2422,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.907832979
2693,FORD,1,4,London,1,2261,2016,1793,225,0.472,0.029,0.002,0.045,0.933527379
761,VOLKSWAGEN,2,6,London,1,1896,2002,1533,151,0.137,0.42,0.03,,0.070638277
3674,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.521120898
2358,VOLKSWAGEN,2,2,London,2,1598,2016,1459,103,0.186,0.059,,,0.544037912
2336,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.978518841
1835,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.460785239
3631,BMW,1,4,South West,2,1997,2016,1470,159,0.309,0.024,,0.027,0.676654123
2713,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.361795009
2096,VAUXHALL,2,14,South West,5,1598,2016,1335,88,0.268,0.047,,,0.243622426
340,VOLKSWAGEN,2,6,South West,1,1896,2002,1457,143,0.073,0.33,0.025,,0.197480996
1762,FORD,2,96,North West,5,1997,2016,1823,139,0.239,0.048,,,0.024934468
1300,BMW,1,14,South West,5,1499,2016,1380,123,0.164,0.016,,0.041,0.764389279
744,FORD,1,13,South West,2,1299,2002,965,163,0.66,0.037,,0.09,0.069776797
2871,VOLKSWAGEN,2,5,North West,5,1968,2016,1604,127,0.123,0.036,,,0.620629148
2289,BMW,2,6,South West,5,1995,2016,1575,115,0.269,0.044,,,0.216098902
994,VOLKSWAGEN,2,14,South West,2,1422,2002,1253,122,0.075,0.386,0.025,,0.92130904
80,VOLKSWAGEN,2,14,South West,1,1896,2002,1391,140,0.081,0.376,0.029,,0.069901569
356,TOYOTA,1,14,London,1,1598,2002,1330,190,0.45,0.02,,0.05,0.786295034
2465,VOLKSWAGEN,2,14,London,5,1598,2016,1321,99,0.167,0.069,,,0.651711722
986,VOLKSWAGEN,2,14,South West,2,1896,2002,1305,140,0.436,0.314,0.036,,0.180114082
2308,VOLKSWAGEN,1,14,London,1,1395,2016,1280,112,0.252,0.04,,0.055,0.080982647
3168,BMW,2,6,North West,1,2993,2016,2185,159,0.161,0.057,,,0.596438061
227,FORD,2,14,London,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.264670074
633,FORD,2,14,North West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.869007995
600,VOLKSWAGEN,2,6,London,1,1896,2002,1848,176,0.463,0.387,0.035,,0.129276322
221,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.181599037
3472,VOLKSWAGEN,2,2,South West,5,1968,2016,1549,119,0.081,0.058,,,0.984233749
1488,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.738554221
3694,VAUXHALL,1,14,North West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.709168169
2219,VOLKSWAGEN,1,14,South West,5,1395,2016,1238,108,0.16,0.026,,0.041,0.074072261
2007,FORD,1,96,London,1,999,2016,1449,117,0.473,0.035,0.003,0.056,0.088258733
508,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.415958052
1263,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.842948084
342,TOYOTA,1,6,North West,2,1998,2002,1460,211,0.61,0.04,,0.07,0.351177626
3734,BMW,1,2,South West,5,1998,2016,1525,129,0.151,0.025,,0.04,0.314394547
3100,VAUXHALL,1,14,London,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.204463058
108,VOLKSWAGEN,2,2,North West,2,1896,2002,1515,149,0.137,0.42,0.03,,0.248620318
839,TOYOTA,1,14,North West,1,998,2002,1050,137,0.43,0.03,,0.12,0.718193916
2463,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.274252247
3401,BMW,1,4,South West,1,1499,2016,1570,139,0.145,0.012,,0.02,0.295392713
2232,BMW,2,2,South West,5,1995,2016,1495,102,0.157,0.034,,,0.735752841
1419,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.084239079
2537,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.961714018
2512,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.883227966
1297,TOYOTA,1,14,North West,1,1998,2002,1415,181,0.54,0.05,,0.07,0.451464771
1825,VAUXHALL,2,14,South West,5,1598,2016,1449,114,0.163,0.048,,,0.020161571
399,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.559480083
3365,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.839834856
72,VAUXHALL,1,13,London,2,1389,2002,1545,190,0.287,0.057,,0.065,0.103023619
184,FORD,1,14,South West,1,1796,2002,1195,181,0.895,0.043,,0.091,0.699232421
695,TOYOTA,1,14,North West,1,1299,2002,1060,160,0.7,0.05,,0.12,0.182089835
1557,FORD,1,14,South West,2,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.781548547
1795,VAUXHALL,2,14,South West,5,1956,2016,1664,147,0.078,0.062,,,0.858262669
1521,VAUXHALL,2,14,North West,5,1956,2016,1613,118,0.08,0.06,,,0.498515219
1859,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.104080976
1634,VAUXHALL,1,13,North West,2,1364,2016,1437,142,0.58,0.014,,0.034,0.847580384
3496,VAUXHALL,1,14,South West,2,999,2016,1034,104,0.407,0.006,,0.02,0.29611172
2271,FORD,2,6,South West,1,1997,2016,2030,152,0.314,0.042,0.001,,0.001842822
938,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.751177006
628,BMW,1,4,London,2,2171,2002,1355,222,1.02,0.037,,0.127,0.648557622
675,VOLKSWAGEN,1,14,London,1,1390,2002,0,161,0.172,,,,0.329954393
41,VOLKSWAGEN,1,14,South West,1,1595,2002,1315,194,0.48,0.044,,0.058,0.216236826
421,VOLKSWAGEN,1,14,South West,1,1781,2002,1360,190,0.667,0.03,,0.054,0.441810531
432,VOLKSWAGEN,1,14,London,1,1390,2002,1218,180,0.096,0.064,,0.092,0.792135843
591,BMW,1,2,London,1,1995,2002,1395,175,0.264,0.032,,0.032,0.759006132
2504,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.363124129
3370,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.681750257
887,VOLKSWAGEN,1,14,London,1,1390,2002,1204,180,0.096,0.064,,0.092,0.059814117
2199,VAUXHALL,1,14,South West,1,1399,2016,1308,124,0.633,0.011,,0.04,0.467429468
3588,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.464907014
2608,BMW,2,6,London,1,1995,2016,1805,142,0.19,0.04,,,0.27641404
2272,VOLKSWAGEN,1,14,North West,1,999,2016,1055,108,0.535,0.012,,0.039,0.568818833
1327,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.36161652
2381,VOLKSWAGEN,1,14,London,2,1395,2016,1247,120,0.158,0.034,,0.028,0.482492725
49,VOLKSWAGEN,2,2,South West,1,1896,2002,1398,143,0.073,0.33,0.025,,0.667129071
788,VOLKSWAGEN,1,14,North West,2,1198,2002,1127,142,0.474,0.015,,0.032,0.148020297
2757,FORD,2,6,North West,5,1499,2016,1425,98,0.354,0.074,,,0.317443633
995,VOLKSWAGEN,2,14,South West,1,1896,2002,1379,138,0.073,0.33,0.025,,0.933329803
3061,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.260966344
2370,FORD,1,13,London,2,1242,2016,989,115,0.362,0.024,,0.043,0.575109924
2771,FORD,1,13,North West,1,1242,2016,1088,122,0.518,0.027,,0.051,0.978569238
1191,FORD,2,96,North West,1,1896,2002,1736,173,0.463,0.387,0.035,,0.988485172
2495,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.716258281
1353,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.939082579
3069,VOLKSWAGEN,1,14,North West,2,1984,2016,1395,139,0.341,0.056,,0.053,0.072735986
464,FORD,1,13,London,4,1596,2002,1184,192,0.518,0.059,,0.115,0.094708405
2986,VAUXHALL,1,13,North West,1,1364,2016,1199,122,0.276,0.013,,0.019,0.440381365
2858,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.377291727
1312,VAUXHALL,1,14,North West,1,1796,2016,1503,169,0.752,0.013,,0.022,0.317953062
1742,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.644523513
940,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.351279734
129,FORD,1,6,South West,1,1596,2002,1180,163,0.518,0.059,,0.115,0.783285731
2738,FORD,1,96,North West,5,999,2016,1555,119,0.473,0.035,0.003,0.056,0.548585534
1179,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.605897235
258,VOLKSWAGEN,1,13,London,4,1984,2002,1329,209,0.24,0.025,,0.065,0.447020137
1625,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.276773016
3006,TOYOTA,8,14,North West,5,1798,2016,1470,70,0.131,0.016,,0.033,0.858106082
9,VOLKSWAGEN,1,14,London,1,1198,2002,1120,142,0.68,0.042,,0.03,0.32898374
2382,FORD,1,14,London,2,999,2016,1382,125,0.451,0.036,0.001,0.072,0.440799775
3016,BMW,2,14,North West,5,1496,2016,1395,103,0.172,0.028,,,0.913078526
818,TOYOTA,1,13,North West,2,1299,2002,1050,157,0.7,0.05,,0.12,0.80528828
2876,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.031214186
3177,VAUXHALL,1,14,North West,2,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.363477191
1992,FORD,1,96,South West,1,1596,2016,1364,149,0.3,0.024,,0.056,0.005079265
576,TOYOTA,1,14,London,1,1794,2002,1380,176,0.54,0.02,,0.04,0.044860187
674,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.570451498
2010,FORD,2,14,North West,1,1997,2016,1788,134,0.351,0.065,0.002,,0.783470032
786,VOLKSWAGEN,2,14,North West,1,1896,2002,1393,140,0.081,0.376,0.029,,0.921285234
3721,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.323290308
109,VOLKSWAGEN,2,6,North West,2,1896,2002,1848,176,0.463,0.387,0.035,,0.827404339
2774,FORD,2,14,North West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.053267067
651,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.563232162
2950,FORD,2,14,North West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.44240274
194,FORD,1,2,London,1,1796,2002,1209,179,0.895,0.043,,0.091,0.675275597
3711,VAUXHALL,2,96,South West,1,1956,2016,1788,161,0.052,0.05,,,0.170884352
1616,FORD,2,14,London,1,1499,2016,1170,94,0.351,0.051,,,0.941589547
246,FORD,2,6,London,1,1998,2002,1547,159,0.204,0.443,0.026,,0.293382565
177,VAUXHALL,1,14,London,1,2198,2002,1890,202,0.904,0.048,,0.076,0.746053086
154,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.730975119
1062,FORD,1,13,South West,2,1596,2002,1154,165,0.518,0.059,,0.115,0.933094664
2452,FORD,2,96,London,5,1499,2016,1608,119,0.353,0.076,0.001,,0.018015045
1660,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.237305592
535,VOLKSWAGEN,1,14,London,2,1390,2002,1183,156,0.165,0.047,,0.075,0.302925914
1755,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.571564823
949,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.109790231
3182,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.130059693
3528,BMW,2,2,South West,5,1995,2016,1705,119,0.144,0.031,,,0.497838885
1622,VOLKSWAGEN,2,96,North West,5,1968,2016,1554,136,0.136,0.036,,,0.016674133
3768,BMW,1,6,London,2,1998,2016,1615,143,0.403,0.018,,0.065,0.121748043
2723,FORD,2,14,North West,5,1997,2016,1524,110,0.243,0.067,,,0.357115734
1018,FORD,1,14,North West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.967653148
1203,VAUXHALL,1,96,North West,2,1199,2002,1340,156,0.348,0.032,,0.055,0.297008183
436,BMW,2,13,South West,1,1995,2002,1470,148,0.101,0.377,0.037,,0.172049466
3607,BMW,2,5,South West,2,2993,2016,2140,159,0.186,0.057,,,0.16623879
822,FORD,1,6,North West,1,1596,2002,1180,165,0.518,0.059,,0.115,0.65752429
3672,FORD,1,14,South West,1,998,2016,1171,99,0.355,0.041,0.001,0.067,0.51322634
123,FORD,2,14,South West,2,1399,2002,1166,121,0.154,0.423,0.036,,0.541383924
30,BMW,1,6,London,1,2979,2002,1610,235,0.447,0.013,,0.062,0.438247936
3539,VAUXHALL,1,14,South West,5,1364,2016,1394,145,0.593,0.011,,0.03,0.697598217
3546,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.848964224
3696,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.65622171
807,VOLKSWAGEN,2,2,North West,1,1896,2002,1557,154,0.181,0.313,0.04,,0.925168017
3322,BMW,2,14,London,1,1496,2016,1425,103,0.086,0.025,,,0.18253842
401,VOLKSWAGEN,1,14,South West,2,1198,2002,1132,142,0.68,0.042,,0.03,0.305390168
1079,BMW,7,6,South West,1,2494,2002,1710,252,0.382,0.006,,0.045,0.867395227
2430,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.800328638
2764,TOYOTA,1,14,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.629619444
3088,VOLKSWAGEN,2,6,North West,1,1968,2016,1705,137,0.083,0.036,,,0.755508097
2917,FORD,2,14,South West,5,1997,2016,1648,117,0.311,0.073,,,0.946459161
3267,FORD,1,13,North West,2,1242,2016,989,115,0.362,0.024,,0.043,0.270003009
3536,VAUXHALL,1,96,South West,5,1364,2016,1613,158,0.65,0.018,,0.03,0.62706497
2429,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.880273017
2298,FORD,1,4,North West,1,2261,2016,1793,225,0.472,0.029,0.002,0.045,0.345919972
1342,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.588160528
1480,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.382881306
1997,FORD,2,96,North West,1,1499,2016,1533,109,0.338,0.07,,,0.452944673
28,FORD,2,14,North West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.937393952
2322,FORD,1,14,North West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.866540421
2490,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.02621333
249,FORD,2,2,London,1,1998,2002,1506,156,0.204,0.443,0.026,,0.315371171
1065,VOLKSWAGEN,2,6,South West,2,1896,2002,1435,143,0.073,0.33,0.025,,0.637159528
793,VOLKSWAGEN,2,13,North West,2,1422,2002,1191,122,0.075,0.386,0.025,,0.259832053
1510,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.702851259
3220,VOLKSWAGEN,1,14,North West,1,999,2016,1055,106,0.407,0.016,,0.034,0.144861343
3733,VAUXHALL,1,14,South West,5,999,2016,1263,102,0.328,0.026,0.002,0.028,0.446675505
360,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,,0.427100374
188,VAUXHALL,1,14,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.930947291
2849,FORD,1,14,North West,5,1596,2016,1144,138,0.314,0.017,,0.037,0.997480768
3677,VOLKSWAGEN,2,14,South West,2,1598,2016,1321,99,0.167,0.069,,,0.708143815
369,VOLKSWAGEN,1,14,North West,1,1198,2002,1132,142,0.474,0.015,,0.032,0.894279623
1765,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.136672336
